2026-09-24 21:36:49,879 | INFO | sqlalchemy.engine.Engine | select pg_catalog.version()
2026-09-24 21:51:17,268 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:17,675 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:18,092 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:18,496 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:18,900 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:19,307 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:19,711 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:20,116 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:20,520 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:20,921 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:21,327 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:21,731 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:22,135 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:22,551 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:22,907 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:23,314 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:23,719 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:24,121 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:24,527 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:24,930 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:25,334 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:25,739 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:26,144 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:26,551 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:26,954 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:27,361 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:27,765 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:28,170 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:28,574 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:28,977 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:29,392 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:29,795 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:30,200 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:30,608 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:31,013 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:31,416 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:31,822 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:32,226 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:32,590 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:32,995 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:33,404 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:33,821 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:34,226 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:34,627 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:35,035 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:35,438 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:35,843 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:36,248 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:36,652 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:37,066 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:37,470 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:37,877 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:38,244 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:38,649 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:39,057 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:39,463 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:39,868 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:40,284 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:40,643 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:41,051 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:41,454 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:41,864 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:42,267 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:42,669 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:43,074 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:43,477 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:43,892 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:44,297 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:44,702 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:45,108 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:45,514 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:45,880 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:46,289 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:46,691 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:47,095 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:47,499 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:47,915 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:48,319 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:48,735 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:49,150 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:49,503 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:49,914 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:50,321 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:50,725 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:51,130 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:51,538 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:51,940 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:52,342 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:52,745 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:53,150 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:53,556 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:53,965 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:54,371 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:54,785 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:55,188 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:55,594 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:56,002 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:56,407 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:56,815 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:57,232 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:57,636 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:58,042 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:58,449 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:58,815 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:59,224 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:51:59,629 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:00,033 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:00,439 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:00,845 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:01,248 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:01,654 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:02,059 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:02,461 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:02,870 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:03,286 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:03,689 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:04,094 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:04,500 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:04,903 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:05,309 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:05,712 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:06,077 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:06,489 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:06,905 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:07,311 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:07,716 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:08,119 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:08,524 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:08,880 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:09,290 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:09,695 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:10,098 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:10,503 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:10,907 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:11,313 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:11,718 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:12,121 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:12,525 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:12,929 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:13,346 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:13,711 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:14,119 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:14,575 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:14,939 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:15,350 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:15,758 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:16,166 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:16,570 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:16,987 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:17,351 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:17,756 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:18,159 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:18,561 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:18,976 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:19,380 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:19,784 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:20,189 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:20,601 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:21,007 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:21,410 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:21,812 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:22,220 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:22,636 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:23,041 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:23,443 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:23,849 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:24,253 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:24,666 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:25,073 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:25,489 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:25,854 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:26,258 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:26,659 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:27,065 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:27,482 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:27,886 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:28,253 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:28,660 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:29,062 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:29,467 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:29,885 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:30,290 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:30,693 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:31,097 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:31,505 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:31,908 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:32,264 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:32,672 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:33,074 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:33,480 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:33,896 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:34,313 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:34,719 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:35,122 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:35,527 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:35,932 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:36,337 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:36,743 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:37,152 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:37,557 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:37,964 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:38,372 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:38,775 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:39,180 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:39,585 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:39,991 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:40,397 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:40,803 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:41,207 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:41,610 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:42,016 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:42,423 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:42,826 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:43,241 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:43,656 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:44,061 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:44,478 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:44,843 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:45,254 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:45,671 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:46,074 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:46,488 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:46,893 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:47,295 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:47,701 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:48,067 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:48,475 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:48,889 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:49,305 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:49,708 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:50,115 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:50,517 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:50,925 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:51,329 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:51,743 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:52,148 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:52,511 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:52,913 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:53,320 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:53,723 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:54,128 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:54,530 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:54,938 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:55,341 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:55,757 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:56,162 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:56,567 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:56,971 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:57,329 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:57,736 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:58,139 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:58,543 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:58,951 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:59,355 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:52:59,763 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:00,168 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:00,573 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:00,978 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:01,384 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:01,787 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:02,201 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:02,603 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:02,957 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:03,365 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:03,779 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:04,187 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:04,593 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:04,997 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:05,412 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:05,778 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:06,188 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:06,593 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:07,011 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:07,416 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:07,820 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:08,223 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:08,678 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:09,089 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:09,495 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:09,861 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:10,268 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:10,672 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:11,076 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:11,485 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:11,887 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:12,290 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:12,704 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:13,106 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:13,562 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:13,927 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:14,434 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:14,844 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:15,249 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:15,656 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:16,060 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:16,477 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:16,843 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:17,252 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:17,668 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:18,073 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:18,475 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:18,891 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:19,257 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:19,668 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:20,074 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:20,478 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:20,895 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:21,299 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:21,701 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:22,108 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:22,511 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:22,928 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:23,330 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:23,695 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:24,100 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:24,502 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:24,907 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:25,324 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:25,728 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:26,144 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:26,509 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:26,918 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:27,320 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:27,723 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:28,128 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:28,531 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:28,934 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:29,339 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:29,742 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:30,149 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:30,554 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:30,959 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:31,376 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:31,782 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:32,188 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:32,593 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:32,998 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:33,402 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:33,803 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:34,209 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:34,612 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:35,020 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:35,426 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:35,830 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:36,235 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:36,638 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:37,003 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:37,410 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:37,814 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:38,219 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:38,621 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:39,024 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:39,441 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:39,845 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:40,262 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:40,624 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:41,029 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:41,445 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:41,863 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:42,270 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:42,675 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:43,079 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:43,445 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:43,856 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:44,273 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:44,674 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:45,079 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:45,483 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:45,889 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:46,296 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:46,700 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:47,103 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:47,508 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:47,909 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:48,313 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:48,716 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:49,133 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:49,536 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:49,943 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:50,348 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:50,714 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:51,122 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:51,529 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:51,935 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:52,337 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:52,740 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:53,142 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:53,546 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:53,963 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:54,377 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:54,779 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:55,182 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:55,584 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:55,950 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:56,361 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:56,764 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:57,167 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:53:57,571 | INFO | watchfiles.main | 1 change detected
